Código,Marca,Modelo
120391,CHEVROLET,CLASSIC 1.4 3 PTAS LIFE
120392,CHEVROLET,CELTA 1.4 3 PTAS LS
120393,CHEVROLET,CELTA 1.4 3 PTAS LS AA
120394,CHEVROLET,CELTA 1.4 3 PTAS LT
120395,CHEVROLET,CELTA 1.4 5 PTAS LS AA
120396,CHEVROLET,CELTA 1.4 5 PTAS LT
120397,CHEVROLET,SPARK 1.2 LT
120398,CHEVROLET,PRISMA 1.4 LS
120399,CHEVROLET,PRISMA 1.4 LT
120400,CHEVROLET,CLASSIC 1.4 4 PTAS LT SPIRIT
120401,CHEVROLET,CORSA 1.7 D 5 P GL AA
120402,CHEVROLET,CRUZE 1.8 5 PTAS LT
120403,CHEVROLET,CRUZE 1.8 5 PTAS LTZ
120404,CHEVROLET,CRUZE 1.8 5 PTAS LTZ AUT
120405,CHEVROLET,CRUZE 2.0 D 4 PTAS LTZ AUT
120406,CHEVROLET,CAPTIVA 2.4 LS
120407,CHEVROLET,CAPTIVA 2.4 LT L/12
120408,CHEVROLET,CAPTIVA 2.2 D LT
120409,CHEVROLET,CAPTIVA 2.2 D LTZ AUT
120410,CHEVROLET,AVEO 1.6 LS G3
120411,CHEVROLET,AVEO 1.6 LT G3
120412,CHEVROLET,AVEO 1.6 LT AUT G3
120413,CHEVROLET,P-UP S10 2.8TD DC 4X2 LTZ L/12
120414,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ AT L/12
120415,CHEVROLET,SONIC 1.6 5 PTAS LT
120416,CHEVROLET,SONIC 1.6 5 PTAS LTZ
120417,CHEVROLET,SONIC 1.6 5 PTAS LTZ AUT
120418,CHEVROLET,SONIC 1.6 4 PTAS LT
120419,CHEVROLET,SONIC 1.6 4 PTAS LTZ
120420,CHEVROLET,SONIC 1.6 4 PTAS LTZ AUT
120421,CHEVROLET,P-UP S10 2.8TD DC 4X2 LT L/12
120422,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/12
120423,CHEVROLET,CAMARO SS
120424,CHEVROLET,AGILE 1.4 LS SPIRIT
120425,CHEVROLET,AGILE 1.4 LT SPIRIT
120426,CHEVROLET,AGILE 1.4 LTZ SPIRIT
120427,CHEVROLET,CLASSIC 1.4 4 PTAS LS SPIRIT
120428,CHEVROLET,P-UP S10 2.8TD DC 4X2 LS L/12
120429,CHEVROLET,P-UP S10 2.8TD DC 4X4 LS L/12
120430,CHEVROLET,CLASSIC 1.4 3 PTAS CARGO AA
120431,CHEVROLET,SPIN 1.8 LT 5 AS
120432,CHEVROLET,SPIN 1.8 LTZ 5 AS
120433,CHEVROLET,SPIN 1.8 LTZ 7 AS
120434,CHEVROLET,SPIN 1.8 LTZ 7 AS AUT
120435,CHEVROLET,CELTA 1.4 3 PTAS LT SPIRIT
120436,CHEVROLET,CELTA 1.4 5 PTAS LS SPIRIT
120437,CHEVROLET,CELTA 1.4 5 PTAS LT SPIRIT
120438,CHEVROLET,TRAILBLAZER 2.8 4X4 LT AUT
120439,CHEVROLET,TRAILBLAZER 2.8 4X4 LTZ AUT
120440,CHEVROLET,CLASSIC 1.4 4 PTAS LT PACK
120441,CHEVROLET,P-UP S10 2.8TD SC 4X2 LS L/12
120442,CHEVROLET,P-UP S10 2.8TD SC 4X4 LS L/12
120443,CHEVROLET,CRUZE 2.0 D 5 PTAS LTZ AUT
120444,CHEVROLET,CRUZE 2.0 D 4 PTAS LT AUT
120445,CHEVROLET,COBALT 1.8 LT
120446,CHEVROLET,COBALT 1.8 LTZ
120447,CHEVROLET,COBALT 1.8 LTZ AUT
120448,CHEVROLET,COBALT 1.3 TD LT
120449,CHEVROLET,COBALT 1.3 TD LTZ
120450,CHEVROLET,SPIN 1.3 TD LTZ 5 AS
120451,CHEVROLET,SPIN 1.3 TD LTZ 7 AS
120452,CHEVROLET,ONIX 1.4 LT
120453,CHEVROLET,ONIX 1.4 LTZ
120454,CHEVROLET,PRISMA 1.4 LT L/13
120455,CHEVROLET,PRISMA 1.4 LTZ L/13
120456,CHEVROLET,CELTA 1.4 3 PTAS LS AB ABS
120457,CHEVROLET,CELTA 1.4 5 PTAS LT PACK
120458,CHEVROLET,CELTA 1.4 5 PTAS LT AB ABS
120459,CHEVROLET,TRACKER 1.8 LTZ 4X2
120460,CHEVROLET,TRACKER 1.8 LTZ 4X4 AUT
120461,CHEVROLET,TRACKER 1.8 LTZ+ 4X4 AUT
120462,CHEVROLET,AGILE 1.4 LS L/14
120463,CHEVROLET,AGILE 1.4 LT L/14
120464,CHEVROLET,AGILE 1.4 LTZ L/14
120465,CHEVROLET,TRACKER 1.8 LT 4X2
120466,CHEVROLET,P-UP S10 2.8TD SC 4X2 LS L/14
120467,CHEVROLET,P-UP S10 2.8TD SC 4X4 LS L/14
120468,CHEVROLET,P-UP S10 2.8TD DC 4X2 LS L/14
120469,CHEVROLET,P-UP S10 2.8TD DC 4X2 LT L/14
120470,CHEVROLET,P-UP S10 2.8TD DC 4X2 LTZ L/14
120471,CHEVROLET,P-UP S10 2.8TD DC 4X4 LS L/14
120472,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/14
120473,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ AT L/14
120474,CHEVROLET,CLASSIC 1.4 4 PTAS LS ABS AB
120475,CHEVROLET,AGILE 1.4 LTZ EFFECT L/14
120476,CHEVROLET,CELTA 1.4 5 PTAS LT PLUS
120477,CHEVROLET,ONIX 1.4 LTZ AUT
120478,CHEVROLET,PRISMA 1.4 LTZ AUT L/13
120479,CHEVROLET,CELTA 1.4 5 PTAS ADVANTAGE
120480,CHEVROLET,CELTA 1.4 5 PTAS ADVANTAGE PACK
120481,CHEVROLET,PRIZM 1.6 GEO
120482,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ L/14
120483,CHEVROLET,SONIC 1.6 5 PTAS LTZ EFFECT L/15
120484,CHEVROLET,COBALT 1.8 LT ADVANTAGE
120485,CHEVROLET,COBALT 1.8 LTZ ADVANTAGE
120486,CHEVROLET,COBALT 1.8 LTZ ADVANTAGE AUT
120487,CHEVROLET,SPIN 1.8 LT 5 AS MY LINK
120488,CHEVROLET,SPIN 1.8 LTZ 5 AS ACTIV
120489,CHEVROLET,SPIN 1.8 LTZ 5 AS ACTIV AUT
120490,CHEVROLET,SONIC 1.6 4 PTAS LT L/15
120491,CHEVROLET,SONIC 1.6 4 PTAS LTZ L/15
120492,CHEVROLET,SONIC 1.6 4 PTAS LTZ AUT L/15
120493,CHEVROLET,SONIC 1.6 5 PTAS LT L/15
120494,CHEVROLET,SONIC 1.6 5 PTAS LTZ L/15
120495,CHEVROLET,SONIC 1.6 5 PTAS LTZ AUT L/15
120496,CHEVROLET,CRUZE 2.0 D 5 PTAS LT AUT
120497,CHEVROLET,P-UP S10 2.8TD DC 4X2 HC
120498,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC
120499,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC AT
120501,CHEVROLET,CLASSIC 1.4 4 PTAS LS PACK
120502,CHEVROLET,ONIX 1.4 EFFECT
120503,CHEVROLET,CRUZE 1.4 4 PTAS LT
120504,CHEVROLET,CRUZE 1.4 4 PTAS LTZ
120505,CHEVROLET,CRUZE 1.4 4 PTAS LTZ+ PLUS AT
120506,CHEVROLET,CRUZE 1.4 4 PTAS LTZ AT
120507,CHEVROLET,COBALT 1.8 LTZ AUT L/17
120508,CHEVROLET,COBALT 1.8 LTZ L/17
120509,CHEVROLET,COBALT 1.8 LT L/17
120510,CHEVROLET,P-UP S10 2.8TD SC 4X2 LS L/17
120511,CHEVROLET,P-UP S10 2.8TD SC 4X4 LS L/17
120512,CHEVROLET,P-UP S10 2.8TD DC 4X2 LS L/17
120513,CHEVROLET,P-UP S10 2.8TD DC 4X4 LS L/17
120514,CHEVROLET,P-UP S10 2.8TD DC 4X2 LT L/17
120515,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/17
120516,CHEVROLET,P-UP S10 2.8TD DC 4X2 LTZ L/17
120517,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ L/17
120518,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ AT L/17
120519,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC L/17
120520,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC AT L/17
120521,CHEVROLET,P-UP S10 2.8TD DC 4X2 HC L/17
120522,CHEVROLET,TRAILBLAZER 2.8 4X4 LTZ AUT L/17
120523,CHEVROLET,CLASSIC 1.4 4 PTAS LS ABS AB LL
120524,CHEVROLET,ONIX 1.4 LS JOY L/17
120525,CHEVROLET,PRISMA 1.4 LS JOY L/17
120526,CHEVROLET,ONIX 1.4 EFFECT L/17
120527,CHEVROLET,ONIX 1.4 LS JOY + L/17
120528,CHEVROLET,ONIX 1.4 LT L/17
120529,CHEVROLET,ONIX 1.4 LTZ L/17
120530,CHEVROLET,ONIX 1.4 LTZ AUT L/17
120531,CHEVROLET,ONIX 1.4 ACTIV L/17
120532,CHEVROLET,PRISMA 1.4 LS JOY + L/17
120533,CHEVROLET,PRISMA 1.4 LT L/17
120534,CHEVROLET,PRISMA 1.4 LTZ L/17
120535,CHEVROLET,PRISMA 1.4 LTZ AUT L/17
120536,CHEVROLET,CRUZE 1.4 5 PTAS LTZ+ PLUS AT
120537,CHEVROLET,CRUZE 1.4 5 PTAS LTZ AT
120538,CHEVROLET,CRUZE 1.4 5 PTAS LTZ
120539,CHEVROLET,CRUZE 1.4 5 PTAS LT
120540,CHEVROLET,CAPTIVA 2.4 LS L/17
120541,CHEVROLET,CAPTIVA 2.4 LT L/17
120542,CHEVROLET,CAPTIVA 2.2 D LTZ AUT L/17
120543,CHEVROLET,TRACKER 1.8 LTZ 4X2 PREMIER L/17
120544,CHEVROLET,TRACKER 1.8 LTZ 4X4 AUT PREM L/17
120545,CHEVROLET,TRACKER 1.8 LTZ+ 4X4 AUT PREM L/17
120546,CHEVROLET,CAMARO SS L/17
120547,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ L/12
120548,CHEVROLET,P-UP S10 2.8TD DC 4X2 HC L/17 100 YEARS
120549,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC AT 100 YE
120550,CHEVROLET,SPIN 1.8 LT 5 AS L/19
120551,CHEVROLET,SPIN 1.8 LTZ 5 AS L/19
120552,CHEVROLET,SPIN 1.8 LTZ 7 AS L/19
120553,CHEVROLET,SPIN 1.8 LTZ 7 AS AUT L/19
120554,CHEVROLET,SPIN 1.8 LTZ 5 AS ACTIV L/19
120555,CHEVROLET,SPIN 1.8 LTZ 5 AS ACTIV AUT L/19
120556,CHEVROLET,SPIN 1.8 LTZ 7 AS ACTIV AUT L/19
120557,CHEVROLET,CRUZE 1.4 4 PTAS LS
120558,CHEVROLET,P-UP S10 2.8TD DC 4X2 MIDNIGHT
120559,CHEVROLET,P-UP S10 2.8TD DC 4X4 MIDNIGHT
120560,CHEVROLET,EQUINOX 1.5T AWD AT6 PREMIER
120561,CHEVROLET,EQUINOX 1.5T FWD AT6
120562,CHEVROLET,ONIX 1.4 LS MAXX L/17
120563,CHEVROLET,PRISMA 1.4 LS MAXX L/17
120564,CHEVROLET,CAMARO SS CONVERTIBLE L/17
120565,CHEVROLET,CRUZE 1.4 4 PTAS PREMIER AT
120566,CHEVROLET,CRUZE 1.4 5 PTAS PREMIER AT
120567,CHEVROLET,ONIX 1.4 JOY BLACK L/19
120568,CHEVROLET,ONIX 1.4 JOY PLUS BLACK L/19
120569,CHEVROLET,ONIX 1.2 LS L/19
120570,CHEVROLET,ONIX 1.2 LT L/19
120571,CHEVROLET,ONIX 1.2 LT TECH L/19
120572,CHEVROLET,ONIX 1.2 LT TECH ONSTAR L/19
120573,CHEVROLET,ONIX 1.2 PLUS LS L/19
120574,CHEVROLET,ONIX 1.2 PLUS LT L/19
120575,CHEVROLET,ONIX 1.2 PLUS LT TECH L/19
120576,CHEVROLET,ONIX 1.2 PLUS LT TECH ONSTAR L/19
120577,CHEVROLET,TRACKER 1.8 LTZ 4X2 MIDNIGTH
120578,CHEVROLET,ONIX 1.0T PLUS PREMIER I L/19
120579,CHEVROLET,ONIX 1.0T PLUS PREMIER II AT L/19
120580,CHEVROLET,ONIX 1.0T PREMIER I L/19
120581,CHEVROLET,ONIX 1.0T PREMIER II AT L/19
120582,CHEVROLET,ONIX 1.4 JOY PLUS L/19
120583,CHEVROLET,ONIX 1.4 JOY L/19
120584,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/17 AT
120585,CHEVROLET,TRACKER 1.2 TURBO LTZ AT6
120586,CHEVROLET,TRACKER 1.2 TURBO PREMIER AT6
120587,CHEVROLET,TRACKER 1.2 TURBO MT5
120588,CHEVROLET,TRACKER 1.2 TURBO AT6
120589,CHEVROLET,P-UP S10 2.8TD DC 4X2 LS L/21
120590,CHEVROLET,P-UP S10 2.8TD SC 4X2 LS L/21
120591,CHEVROLET,P-UP S10 2.8TD SC 4X4 LS L/21
120592,CHEVROLET,P-UP S10 2.8TD DC 4X2 LT L/21
120593,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/21
120594,CHEVROLET,P-UP S10 2.8TD DC 4X4 LT L/21 AT
120595,CHEVROLET,P-UP S10 2.8TD DC 4X2 LTZ L/21
120596,CHEVROLET,P-UP S10 2.8TD DC 4X4 LTZ AT L/21
120597,CHEVROLET,P-UP S10 2.8TD DC 4X4 HC AT L/21
120598,CHEVROLET,TRAILBLAZER 2.8 4X4 LTZ AUT PREMIER L/21
120599,CHEVROLET,ONIX 1.0T RS
120600,CHEVROLET,SPIN 1.8 LT 5 AS L/21
120601,CHEVROLET,SPIN 1.8 ACTIVE 7 AS AUT L/21
120602,CHEVROLET,SPIN 1.8 PREMIER 7 AS L/21
120603,CHEVROLET,SPIN 1.8 PREMIER 7 AS AUT L/21
120604,CHEVROLET,ONIX 1.0T PLUS LTZ L/21
120605,CHEVROLET,ONIX 1.0T PLUS LTZ AT L/21
120606,CHEVROLET,ONIX 1.0T LTZ L/21
120607,CHEVROLET,ONIX 1.0T LTZ AT L/21
120608,CHEVROLET,ONIX 1.4 JOY L/22
120609,CHEVROLET,ONIX 1.4 JOY BLACK L/22
120610,CHEVROLET,ONIX 1.4 JOY PLUS L/22
120611,CHEVROLET,ONIX 1.4 JOY PLUS BLACK L/22
120612,CHEVROLET,CRUZE 1.4 4 PTAS LT AT
120613,CHEVROLET,CRUZE 1.4 5 PTAS LT AT
120614,CHEVROLET,CRUZE 1.4 4 PTAS MIDNIGHT AT
120615,CHEVROLET,CRUZE 1.4 5 PTAS RS AT
120616,CHEVROLET,P-UP S10 2.8TD DC 4X4 Z71 AT
130001,CHRYSLER,CARAVAN 3.0 AUT SE
130002,CHRYSLER,CARAVAN 2.5 AUT
130003,CHRYSLER,GRAND CARAVAN 3.3 SE AUT
130004,CHRYSLER,JEEP CHEROKEE 2.5 SE
130005,CHRYSLER,JEEP CHEROKEE 4.0 SPORT
130006,CHRYSLER,JEEP CHEROKEE 2.5 SPORT TD
130007,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 4.0
130008,CHRYSLER,JEEP GRAND CHEROKEE LIM 4.0
130009,CHRYSLER,JEEP GRAND CHEROKEE LIM 5.2 V8
130010,CHRYSLER,DAKOTA 3.9 SPORT
130011,CHRYSLER,DAKOTA 3.9 SPORT 4X4
130012,CHRYSLER,SHADOW 2.5
130013,CHRYSLER,SPIRIT 2.5 HIGHLINE
130014,CHRYSLER,TALON ES 2.0
130015,CHRYSLER,JEEP WRANGLER 4.0 HARD TOP
130016,CHRYSLER,JEEP WRANGLER 4.0 SOFT TOP
130017,CHRYSLER,NEON 2.0
130018,CHRYSLER,NEON 2.0 AUT
130019,CHRYSLER,NEON 2.0 SPORT LX
130020,CHRYSLER,INTREPID 3.3 V6
130021,CHRYSLER,INTREPID 3.5 V6 24V
130022,CHRYSLER,RAM 2500 TDI PICK-UP
130023,CHRYSLER,RAM 2500 TDI PICK-UP 4X4 SLT
130024,CHRYSLER,RAM 1500 3.9 PICK-UP SLT
130025,CHRYSLER,STRATUS LX 2.5
130026,CHRYSLER,STRATUS CABRIOLET 2.5
130027,CHRYSLER,STRATUS LE 2.5
130028,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 2.5 TD
130029,CHRYSLER,VIPER
130030,CHRYSLER,DAKOTA 3.9 CLUBCAB
130031,CHRYSLER,JEEP CHEROKEE 2.1 TD
130032,CHRYSLER,JEEP GRAND CHEROKEE LIM 5.2 V8 TC
130033,CHRYSLER,LEBARON 3.0 CABRIO
130034,CHRYSLER,VALIANT
130035,CHRYSLER,VALIANT CORONADO
130036,CHRYSLER,VALIANT GT
130037,CHRYSLER,VALIANT II
130038,CHRYSLER,VALIANT III
130039,CHRYSLER,VALIANT IV
130040,CHRYSLER,CARAVAN 3.0 AUT
130041,CHRYSLER,DAKOTA 3.9 CLUBCAB 4X4
130042,CHRYSLER,DAYTONA
130043,CHRYSLER,SPIRIT 3.0
130045,CHRYSLER,JEEP CHEROKEE 4.0 LAREDO
130046,CHRYSLER,JEEP GRAND CHEROKEE LIM 2.5 TD
130047,CHRYSLER,JEEP GRAND CHEROKEE LIM 2.5 TD TC
130048,CHRYSLER,CARAVAN SE 2.5 TD
130049,CHRYSLER,GRAND CARAVAN 2.5 TD
130050,CHRYSLER,RAM 1500 3.9 PICK-UP 4X4
130053,CHRYSLER,CARAVAN SE 3.3
130054,CHRYSLER,CARAVAN SE 2.4
130055,CHRYSLER,CONCORDE
130056,CHRYSLER,NEON 1.8
130057,CHRYSLER,NEON 1.8 SPORT
130059,CHRYSLER,VOYAGER SE 2.5 TD
130060,CHRYSLER,300 M 3.5 V6
130061,CHRYSLER,DAKOTA 2.5
130062,CHRYSLER,DAKOTA 2.5 AA
130063,CHRYSLER,DAKOTA 3.9 SPORT CLUBCAB
130064,CHRYSLER,DAKOTA 2.5 TDI
130065,CHRYSLER,DAKOTA 2.5 TDI AA
130066,CHRYSLER,DAKOTA 2.5 TDI SPORT
130067,CHRYSLER,DAKOTA 2.5 TDI SPORT CLUBCAB
130068,CHRYSLER,JEEP GRAND CHEROKEE LIM 4.7 V8
130069,CHRYSLER,VOYAGER LE 2.5
130070,CHRYSLER,JEEP CHEROKEE 4.0 CLASSIC
130071,CHRYSLER,JEEP CHEROKEE 2.5 CLASSIC TD
130072,CHRYSLER,JEEP CHEROKEE 4.0 CLASSIC AUT
130073,CHRYSLER,NEON 2.0 E/LIMITADA
130074,CHRYSLER,STRATUS LE 2.0
130075,CHRYSLER,NEON 2000 LE
130076,CHRYSLER,NEON 2000 LE AUT
130077,CHRYSLER,NEON 2000 LX
130078,CHRYSLER,GRAND CARAVAN 3.3 LE AUT
130079,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 4.0 LN
130080,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 3.1 TD
130081,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.1 TD
130082,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.1 TD SCV
130083,CHRYSLER,JEEP GRAND CHEROKEE LIM 4.7 V8 SCV
130084,CHRYSLER,NEON 2000 SE
130085,CHRYSLER,SEBRING LE 2.0
130086,CHRYSLER,SEBRING LE 2.7
130087,CHRYSLER,SEBRING LX 2.7
130088,CHRYSLER,CARAVAN 3.8 4WD
130089,CHRYSLER,DAKOTA 2.5 TDI SPORT C/DOBLE
130090,CHRYSLER,DAKOTA 3.9 SPORT C/DOBLE
130091,CHRYSLER,NEON 2000 LE ABS
130092,CHRYSLER,NEON 2000 LE AUT ABS
130093,CHRYSLER,PT CRUISER 2.0 TOURING
130094,CHRYSLER,PT CRUISER 2.0 LIMITED
130095,CHRYSLER,PT CRUISER 2.0 LIMITED AUT
130096,CHRYSLER,JEEP CHEROKEE 2.5 SPORT TD L/02
130097,CHRYSLER,JEEP CHEROKEE 2.4 SPORT
130098,CHRYSLER,JEEP CHEROKEE 3.7 LIMITED
130099,CHRYSLER,JEEP CHEROKEE 2.8 SPORT TD AUT
130100,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 2.7 CRD
130101,CHRYSLER,JEEP GRAND CHEROKEE LIM 2.7 CRD
130102,CHRYSLER,PT CRUISER 2.0 CLASSIC
130103,CHRYSLER,PT CRUISER 2.0 CLASSIC AUT
130104,CHRYSLER,RAM 2500 TDI D/CAB 4X4
130105,CHRYSLER,JEEP WRANGLER 4.0 HARD TOP SPORT
130106,CHRYSLER,PT CRUISER 2.4 CLASSIC
130107,CHRYSLER,PT CRUISER 2.4 CLASSIC AUT
130108,CHRYSLER,PT CRUISER 2.4 LIMITED AUT
130109,CHRYSLER,JEEP GRAND CHEROKEE LAREDO 3.0 CRD
130110,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.0 CRD
130111,CHRYSLER,PT CRUISER 2.4 GT TURBO
130112,CHRYSLER,PT CRUISER 2.4 GT TURBO CABRIOLET
130113,CHRYSLER,RAM 2500 TDI D/CAB 4X4 LARAMIE
130114,CHRYSLER,PT CRUISER 2.2 CLASSIC TD
130115,CHRYSLER,JEEP CHEROKEE 3.7 SPORT
130116,CHRYSLER,CROSSFIRE 3.2 ROADSTER LIMITED
130117,CHRYSLER,CROSSFIRE 3.2 COUPE LIMITED
130118,CHRYSLER,300 C 3.5 V6
130119,CHRYSLER,300 C 5.7 V8 HEMI
130120,CHRYSLER,JEEP GRAND CHEROKEE OVERLAND
130121,CHRYSLER,JEEP GRAND CHEROKEE SRT8
130122,CHRYSLER,JEEP COMPASS 2.4 SPORT
130123,CHRYSLER,JEEP COMPASS 2.4 LIMITED
130124,CHRYSLER,JEEP COMPASS 2.4 SPORT AUT
130125,CHRYSLER,JEEP COMPASS 2.4 LIMITED AUT
130126,CHRYSLER,STEALTH
130127,CHRYSLER,JEEP WRANGLER 3.8 UNLIMITED 4 P
130128,CHRYSLER,JEEP WRANGLER 3.8 SPORT AUT 2 PTAS
130129,CHRYSLER,JEEP CHEROKEE 2.8 SPORT TD ATX
130130,CHRYSLER,JEEP CHEROKEE 3.7 LIMITED ATX
130131,CHRYSLER,JEEP CHEROKEE 3.7 SPORT ATX
130132,CHRYSLER,TOWN & COUNTRY 3.8 AUT LIMITED
130133,CHRYSLER,RAM 150 CHARGER AW
130134,CHRYSLER,SAFARI
130135,CHRYSLER,JEEP WRANGLER 3.8 SPORT 2 PTAS
130136,CHRYSLER,JEEP WRANGLER 3.8 UNLIMITED 4 P AT
130137,CHRYSLER,JOURNEY 2.4 SXT
130138,CHRYSLER,JOURNEY 2.7 SXT
130139,CHRYSLER,JOURNEY 2.7 RT
130140,CHRYSLER,TOWN & COUNTRY 3.8 AUT LX
130141,CHRYSLER,DAKOTA 5.2 SPORT 4X4
130142,CHRYSLER,JEEP PATRIOT 2.4 SPORT
130143,CHRYSLER,PT CRUISER 2.4 TOURING
130144,CHRYSLER,HONCHO J 10
130145,CHRYSLER,JEEP WRANGLER 3.8 MOUNTAIN 4 P AT
130146,CHRYSLER,CHARGER
130147,CHRYSLER,JOURNEY 2.4 SXT FULL
130148,CHRYSLER,JOURNEY 2.7 RT FULL
130149,CHRYSLER,COMANCHE
130150,CHRYSLER,JOURNEY 2.4 SE L/11
130151,CHRYSLER,JOURNEY 2.4 SXT 3 FILAS L/11
130152,CHRYSLER,JOURNEY 2.4 SXT 2 FILAS L/11 FULL
130153,CHRYSLER,JOURNEY 2.4 SXT 3 FILAS L/11 FULL
130154,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.6
130155,CHRYSLER,JEEP PATRIOT 2.4 SPORT AT
130156,CHRYSLER,JEEP PATRIOT 2.0 SPORT
130157,CHRYSLER,DODGE LEBARON MEDALLION
130158,CHRYSLER,TOWN & COUNTRY 3.6 AUT LIMITED
130159,CHRYSLER,JEEP GRAND CHEROKEE OVERLAND ATX
130160,CHRYSLER,JEEP WRANGLER 3.6 SPORT V6 2 P
130161,CHRYSLER,JEEP WRANGLER 3.6 UNLIMITED 4 P
130162,CHRYSLER,JEEP WRANGLER 3.6 UNLIMITED 4 P AT
130163,CHRYSLER,JEEP WRANGLER 3.6 RUBICON 4 P AT
130164,CHRYSLER,JOURNEY 3.6 RT ATX
130165,CHRYSLER,DURANGO
130166,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.6 TC L14
130167,CHRYSLER,300 C 3.6 V6
130168,CHRYSLER,RAM 1500 5.7 D/CAB 4X4 LARAMIE
130169,CHRYSLER,JEEP GRAND CHEROKEE SRT8 L/14
130170,CHRYSLER,RAM 2500 TDI D/CAB 4X4 LARAMIE L14
130171,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT
130172,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT PLUS
130173,CHRYSLER,JEEP RENEGADE 2.4 4X4 LONGITUDE AT
130174,CHRYSLER,JEEP GRAND CHEROKEE LIM 3.6 L/14
130175,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT PLUS A
130176,CHRYSLER,JEEP COMPASS 2.4 LONGITUDE AT9 O/E
130177,CHRYSLER,JEEP COMPASS 2.4 LIMITED AT9
130178,CHRYSLER,JEEP COMPASS 2.4 LIMITED AT9 PLUS
130179,CHRYSLER,JEEP COMPASS 2.4 LONGITUDE AT9 PLU
130180,CHRYSLER,JEEP COMPASS 2.4 SPORT 4X2 MT6
130181,CHRYSLER,JEEP RENEGADE 2.0 4X4 TRAILHAWK TD
130182,CHRYSLER,JEEP CHEROKEE 3.2 TRAILHAWK
130183,CHRYSLER,JEEP RENEGADE 1.8 4X2 LONGITUDE AT
130184,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT AT
130185,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT WILD
130186,CHRYSLER,JEEP COMPASS 2.4 LONGITUDE AT6 4X2
130187,CHRYSLER,JEEP COMPASS 2.4 SPORT 4X2 AT6
130188,CHRYSLER,JEEP WRANGLER 3.6 RUBICON 2 P AT
130189,CHRYSLER,JEEP WRANGLER 3.6 UNLI. SAHARA 4 P
130190,CHRYSLER,JEEP WRANGLER 3.6 UNLI.RUBICON 4 P
130191,CHRYSLER,RAM 2500 TDI D/CAB 4X4 LARAMIE L20
130193,CHRYSLER,JEEP RENEGADE 1.8 4X2 SPORT W.L/20
130194,CHRYSLER,JEEP COMPASS 2.0TD LIMITED PLUS AT9
130195,CHRYSLER,JEEP COMPASS 2.0TD TRAILHAWK AT9
130196,CHRYSLER,JEEP GLADIATOR 3.6 4X4 RUBICON AT8
130197,CHRYSLER,JEEP GLADIATOR 3.6 4X4 OVERLAND AT8
130198,CHRYSLER,JEEP COMPASS 1.3T 270 SPORT AT6
130199,CHRYSLER,JEEP COMPASS 1.3T 270 LONGITUDE AT6
130200,CHRYSLER,JEEP COMPASS 1.3T 270 LONGITUDE PLUS AT6
130201,CHRYSLER,JEEP COMPASS 1.3T 270 LIMITED PLUS
130202,CHRYSLER,JEEP RENEGADE 1.8 4X2 ANNIVERSARY AT
130203,CHRYSLER,JEEP COMMANDER 2.0 TD LIMITED 4X4 AT9
130204,CHRYSLER,JEEP COMMANDER 2.0 TD OVERLAND 4X4 AT9
130205,CHRYSLER,RAM 1500 5.7 D/CAB 4X4 LARAMIE L/22
130206,CHRYSLER,JEEP COMPASS 2.0TD 350 TRAILHAWK AT9
140001,DACIA,1410 TLX
140002,DACIA,1410 RURAL
140003,DACIA,1410 PICK-UP
140004,DACIA,1410 PICK-UP D/CAB
140005,DACIA,1310 TLX
140006,DACIA,325 1.6 5 PTAS
140008,DACIA,BERLINA 1.6
140009,DACIA,BREAK 1.6
140010,DACIA,R 524 1.6 5 PTAS
140011,DACIA,PICK-UP 1.6 4X4
140012,DACIA,PICK-UP 1.6 4X4 D/CAB
